feeder_id,branch_location_id,mv_line_id,feeder_name,centroid_lat,centroid_lon,length_km,synthetic_capacity_kw,synthetic_reverse_flow_limit_kw,synthetic_base_demand_kw,synthetic_pv_capacity_kwp,area_type,oze_density_index,is_synthetic,source_note
gliwice_f139,gliwice,osm_way_1370690829,GLW-DEMO-F139,50.230949,18.776313,0.410,2451.4,278.2,581.2,814.9,residential,0.615,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f140,gliwice,osm_way_1370690831,GLW-DEMO-F140,50.235745,18.784140,0.204,2097.4,357.8,600.5,840.1,residential,0.647,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f141,gliwice,osm_way_1370690832,GLW-DEMO-F141,50.231836,18.790792,0.570,1890.7,298.1,522.7,1250.3,residential,0.804,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f142,gliwice,osm_way_1370690833,GLW-DEMO-F142,50.231991,18.797280,0.510,2931.1,304.8,620.2,1064.9,mixed,0.626,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f143,gliwice,osm_way_1370690835,GLW-DEMO-F143,50.236041,18.803009,0.683,2310.3,308.8,616.0,1210.8,residential,0.771,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f144,gliwice,osm_way_1370690836,GLW-DEMO-F144,50.233268,18.804168,0.068,1954.8,358.1,551.5,1129.8,residential,0.684,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f145,gliwice,osm_way_1370690837,GLW-DEMO-F145,50.229282,18.805329,0.091,2326.1,264.5,520.0,829.7,residential,0.669,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f146,gliwice,osm_way_1370690838,GLW-DEMO-F146,50.230016,18.806195,0.302,2053.4,244.9,510.4,945.6,residential,0.758,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f147,gliwice,osm_way_1370690839,GLW-DEMO-F147,50.228868,18.811787,0.119,2335.9,260.0,609.5,1022.2,residential,0.763,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f148,gliwice,osm_way_1370690840,GLW-DEMO-F148,50.233989,18.788773,0.103,1947.9,246.3,504.8,1228.1,residential,0.818,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f149,gliwice,osm_way_1370690841,GLW-DEMO-F149,50.226020,18.817668,0.095,2378.0,254.0,584.1,1201.1,residential,0.763,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f150,gliwice,osm_way_1370690842,GLW-DEMO-F150,50.225658,18.822191,0.814,1989.0,336.6,590.5,1138.0,residential,0.615,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f151,gliwice,osm_way_1370690846,GLW-DEMO-F151,50.219720,18.826608,1.931,2843.2,239.0,634.9,933.7,mixed,0.685,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f152,gliwice,osm_way_1370690847,GLW-DEMO-F152,50.222082,18.810942,0.836,2632.5,335.0,551.2,958.1,residential,0.781,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f153,gliwice,osm_way_1370690869,GLW-DEMO-F153,50.223872,18.816462,0.187,2218.1,347.2,646.9,973.6,residential,0.717,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f154,gliwice,osm_way_1370690870,GLW-DEMO-F154,50.224194,18.816861,0.004,1882.2,331.8,570.2,1265.0,residential,0.734,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f155,gliwice,osm_way_1370690873,GLW-DEMO-F155,50.222370,18.815773,0.016,1974.8,404.4,641.4,1208.5,residential,0.651,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f156,gliwice,osm_way_1370690875,GLW-DEMO-F156,50.209089,18.825499,5.176,1769.8,270.7,262.1,987.7,rural,0.707,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f157,gliwice,osm_way_1370698548,GLW-DEMO-F157,50.232873,18.678664,0.231,2370.5,261.2,463.8,942.8,residential,0.749,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f158,gliwice,osm_way_1370698551,GLW-DEMO-F158,50.238219,18.705146,0.477,2314.0,265.6,478.4,1004.7,residential,0.616,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f159,gliwice,osm_way_1370698552,GLW-DEMO-F159,50.231182,18.687119,3.982,3090.8,195.5,576.7,905.9,mixed,0.704,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f160,gliwice,osm_way_1370732819,GLW-DEMO-F160,50.256861,18.615909,0.223,2124.4,247.5,443.8,1224.2,residential,0.69,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f161,gliwice,osm_way_1370732820,GLW-DEMO-F161,50.232488,18.602101,0.022,2535.2,293.7,468.4,1001.1,residential,0.643,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f162,gliwice,osm_way_1370732822,GLW-DEMO-F162,50.232334,18.602103,0.009,2092.5,300.9,447.4,907.4,residential,0.655,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f163,gliwice,osm_way_1370732823,GLW-DEMO-F163,50.231651,18.596948,4.989,2923.3,284.9,793.1,903.9,mixed,0.673,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f164,gliwice,osm_way_1370732824,GLW-DEMO-F164,50.248906,18.657310,0.107,2193.0,255.2,483.7,1052.3,residential,0.769,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f165,gliwice,osm_way_1370732825,GLW-DEMO-F165,50.250781,18.640964,2.649,3070.6,238.5,884.1,1009.8,mixed,0.724,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f166,gliwice,osm_way_1370732826,GLW-DEMO-F166,50.249259,18.617637,0.006,2468.8,316.6,502.4,948.0,residential,0.716,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f167,gliwice,osm_way_1370732827,GLW-DEMO-F167,50.248906,18.617840,0.217,2280.3,279.9,579.9,887.0,residential,0.68,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f168,gliwice,osm_way_1371353323,GLW-DEMO-F168,50.286850,18.597814,0.167,1890.3,371.3,637.0,759.2,residential,0.636,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f169,gliwice,osm_way_1371353324,GLW-DEMO-F169,50.288538,18.597264,0.230,1942.3,267.1,645.3,1250.6,residential,0.814,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f170,gliwice,osm_way_1371353325,GLW-DEMO-F170,50.288381,18.589051,0.153,2617.0,410.6,457.2,849.9,residential,0.778,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f171,gliwice,osm_way_1371353326,GLW-DEMO-F171,50.289355,18.598853,2.605,2755.7,278.7,601.8,864.7,mixed,0.593,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f172,gliwice,osm_way_1371353330,GLW-DEMO-F172,50.328459,18.568232,0.281,2555.6,362.4,593.0,871.2,residential,0.718,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f173,gliwice,osm_way_1371353332,GLW-DEMO-F173,50.327107,18.562256,0.096,2519.6,272.9,576.3,868.8,residential,0.792,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f174,gliwice,osm_way_1371353333,GLW-DEMO-F174,50.284132,18.611425,0.067,2496.1,243.4,530.2,858.0,residential,0.828,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f175,gliwice,osm_way_1371353335,GLW-DEMO-F175,50.283805,18.610446,0.105,2552.7,389.6,632.8,950.0,residential,0.657,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f176,gliwice,osm_way_1371353337,GLW-DEMO-F176,50.283118,18.598104,0.390,1870.0,403.6,575.4,1047.5,residential,0.806,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f177,gliwice,osm_way_1371353338,GLW-DEMO-F177,50.274141,18.576313,0.116,1941.9,326.3,452.4,931.4,residential,0.705,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f178,gliwice,osm_way_1371353339,GLW-DEMO-F178,50.279572,18.600361,3.929,3071.1,226.9,679.1,1291.6,mixed,0.735,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f179,gliwice,osm_way_1371353340,GLW-DEMO-F179,50.307538,18.561272,0.444,2567.4,356.1,541.9,767.9,residential,0.752,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f180,gliwice,osm_way_1371353341,GLW-DEMO-F180,50.306546,18.559031,0.050,2352.0,393.2,481.6,1115.5,residential,0.638,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f181,gliwice,osm_way_1371353342,GLW-DEMO-F181,50.304926,18.554400,1.187,2041.5,368.6,547.0,747.5,residential,0.618,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f182,gliwice,osm_way_1371353343,GLW-DEMO-F182,50.299464,18.563045,0.707,2150.3,359.3,566.6,1204.5,residential,0.639,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f183,gliwice,osm_way_1371353362,GLW-DEMO-F183,50.270985,18.568793,1.134,2382.6,358.1,431.1,1089.8,residential,0.723,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f184,gliwice,osm_way_1371353372,GLW-DEMO-F184,50.252767,18.557477,0.801,2263.5,305.7,710.1,1145.4,mixed,0.693,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f185,gliwice,osm_way_1371353387,GLW-DEMO-F185,50.221339,18.548523,1.715,2262.7,314.9,590.4,1431.4,mixed,0.761,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f186,gliwice,osm_way_1371353388,GLW-DEMO-F186,50.228159,18.553567,0.128,2244.5,316.8,598.9,1244.4,residential,0.699,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f187,gliwice,osm_way_1371353389,GLW-DEMO-F187,50.232243,18.556196,0.068,2395.4,405.3,627.5,1069.4,residential,0.716,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f188,gliwice,osm_way_1371353390,GLW-DEMO-F188,50.224883,18.556082,0.107,2344.5,390.8,529.4,1147.0,residential,0.776,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f189,gliwice,osm_way_1371353392,GLW-DEMO-F189,50.218575,18.568323,0.850,2399.4,245.5,583.4,869.2,mixed,0.75,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f190,gliwice,osm_way_1371353394,GLW-DEMO-F190,50.240838,18.543186,10.462,1685.8,240.4,369.1,867.1,rural,0.691,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f191,gliwice,osm_way_1372782297,GLW-DEMO-F191,50.341412,18.568992,0.094,2368.9,380.0,588.9,1148.3,residential,0.679,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f192,gliwice,osm_way_1372782300,GLW-DEMO-F192,50.360302,18.550208,0.283,2007.8,328.2,499.2,1086.4,residential,0.721,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f193,gliwice,osm_way_1372782304,GLW-DEMO-F193,50.359615,18.549307,0.126,2019.4,369.1,506.1,1230.9,residential,0.725,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f194,gliwice,osm_way_1372782307,GLW-DEMO-F194,50.361681,18.618105,0.015,2361.4,280.9,501.9,758.3,residential,0.76,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f195,gliwice,osm_way_1372782308,GLW-DEMO-F195,50.361647,18.617803,0.015,2076.5,296.5,589.8,999.4,residential,0.623,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f196,gliwice,osm_way_1372782316,GLW-DEMO-F196,50.355710,18.544660,1.758,3507.2,906.2,1043.2,1186.4,industrial,0.566,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f197,gliwice,osm_way_1372782317,GLW-DEMO-F197,50.354462,18.554588,0.287,2603.5,367.8,519.5,880.8,residential,0.739,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f198,gliwice,osm_way_1372782326,GLW-DEMO-F198,50.358140,18.563055,0.178,1952.7,265.0,580.6,1262.6,residential,0.71,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f199,gliwice,osm_way_1372782329,GLW-DEMO-F199,50.354596,18.559423,0.438,2379.1,274.3,427.9,1049.0,residential,0.719,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f200,gliwice,osm_way_1372782330,GLW-DEMO-F200,50.354891,18.562743,0.657,2528.4,250.0,501.8,1258.7,residential,0.627,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f201,gliwice,osm_way_1372782331,GLW-DEMO-F201,50.343048,18.601723,2.064,2471.2,229.3,699.1,1241.1,mixed,0.619,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f202,gliwice,osm_way_1372782338,GLW-DEMO-F202,50.337917,18.581634,0.254,2583.2,330.5,476.6,924.4,residential,0.704,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f203,gliwice,osm_way_1372782339,GLW-DEMO-F203,50.341906,18.579178,1.329,2896.6,245.3,798.2,1305.0,mixed,0.585,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f204,gliwice,osm_way_1372782355,GLW-DEMO-F204,50.319521,18.589931,0.266,2473.4,284.9,420.2,1115.3,residential,0.809,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f205,gliwice,osm_way_1372782356,GLW-DEMO-F205,50.322044,18.591089,0.479,2145.5,268.1,444.2,1209.8,residential,0.687,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f206,gliwice,osm_way_1372782358,GLW-DEMO-F206,50.327421,18.584427,0.274,2162.4,250.5,491.2,858.7,residential,0.822,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f207,gliwice,osm_way_1372782359,GLW-DEMO-F207,50.334023,18.581966,0.041,2261.9,378.6,443.4,774.7,residential,0.821,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f208,gliwice,osm_way_1372782360,GLW-DEMO-F208,50.331520,18.584894,2.101,3547.7,1082.9,1275.3,1561.6,industrial,0.612,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f209,gliwice,osm_way_1372782361,GLW-DEMO-F209,50.329287,18.570091,0.233,1970.9,408.5,469.6,1003.5,residential,0.72,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f210,gliwice,osm_way_1372782364,GLW-DEMO-F210,50.332012,18.565294,0.292,2334.3,258.9,631.8,935.1,residential,0.695,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f211,gliwice,osm_way_1372782366,GLW-DEMO-F211,50.330979,18.568680,0.028,2302.2,397.7,593.4,882.6,residential,0.728,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f212,gliwice,osm_way_1372782368,GLW-DEMO-F212,50.341258,18.562691,2.675,2777.8,246.6,851.2,1145.8,mixed,0.637,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f213,gliwice,osm_way_1372782369,GLW-DEMO-F213,50.348406,18.558667,0.127,2153.1,332.1,496.1,1111.4,residential,0.761,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f214,gliwice,osm_way_1372782371,GLW-DEMO-F214,50.349593,18.552576,0.209,2173.2,386.4,645.6,1139.7,residential,0.625,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f215,gliwice,osm_way_1372782372,GLW-DEMO-F215,50.348330,18.549688,1.511,2884.1,967.3,1119.9,1141.1,industrial,0.467,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f216,gliwice,osm_way_1372791290,GLW-DEMO-F216,50.260708,18.641692,0.006,2106.3,246.3,549.5,1149.7,residential,0.641,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f217,gliwice,osm_way_1372791291,GLW-DEMO-F217,50.260693,18.641106,0.148,2200.8,387.7,599.9,742.0,residential,0.768,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f218,gliwice,osm_way_1372791292,GLW-DEMO-F218,50.252142,18.648340,0.153,2336.4,310.2,566.6,1042.0,residential,0.728,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f219,gliwice,osm_way_1372791293,GLW-DEMO-F219,50.252788,18.648889,0.020,1946.2,257.8,588.0,737.6,residential,0.799,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f220,gliwice,osm_way_1372989397,GLW-DEMO-F220,50.272141,18.709108,0.020,2208.5,403.1,635.3,926.5,residential,0.632,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f221,gliwice,osm_way_1372990689,GLW-DEMO-F221,50.289271,18.703745,0.179,2329.5,354.4,612.1,1028.9,residential,0.702,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f222,gliwice,osm_way_1373106489,GLW-DEMO-F222,50.368749,18.644776,0.078,2222.0,372.3,551.7,1229.5,residential,0.632,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f223,gliwice,osm_way_1373106491,GLW-DEMO-F223,50.371969,18.636238,0.027,2035.3,343.2,562.7,873.8,residential,0.707,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f224,gliwice,osm_way_1373106492,GLW-DEMO-F224,50.370993,18.594356,0.662,2014.1,293.8,484.1,830.6,residential,0.645,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f225,gliwice,osm_way_1373106495,GLW-DEMO-F225,50.368434,18.625120,0.509,2861.1,276.6,885.9,1200.6,mixed,0.664,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f226,gliwice,osm_way_1373106496,GLW-DEMO-F226,50.378175,18.621031,0.016,1935.8,311.4,574.6,961.7,residential,0.767,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f227,gliwice,osm_way_1373106497,GLW-DEMO-F227,50.378637,18.586147,0.485,2098.1,296.4,645.2,999.5,residential,0.652,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f228,gliwice,osm_way_1373106532,GLW-DEMO-F228,50.373255,18.575768,0.623,2299.3,256.5,568.8,1124.7,residential,0.782,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f229,gliwice,osm_way_1373106533,GLW-DEMO-F229,50.380192,18.561038,0.048,2420.8,395.5,529.1,1188.2,residential,0.725,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f230,gliwice,osm_way_1374211812,GLW-DEMO-F230,50.246300,18.547838,1.327,2887.2,313.2,664.7,1108.8,mixed,0.608,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f231,gliwice,osm_way_1374211815,GLW-DEMO-F231,50.279775,18.590712,0.104,2414.2,253.4,636.0,1145.0,residential,0.73,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f232,gliwice,osm_way_1374211816,GLW-DEMO-F232,50.250155,18.619754,0.478,2605.2,337.9,588.6,738.7,residential,0.825,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f233,gliwice,osm_way_1374211818,GLW-DEMO-F233,50.250757,18.623475,0.216,2304.7,269.4,490.0,1213.5,residential,0.655,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f234,gliwice,osm_way_1374211820,GLW-DEMO-F234,50.247707,18.618526,0.130,1936.4,346.0,638.7,819.5,residential,0.823,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f235,gliwice,osm_way_1374211821,GLW-DEMO-F235,50.247118,18.619203,0.143,2587.2,377.4,616.4,926.5,residential,0.781,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f236,gliwice,osm_way_1374211822,GLW-DEMO-F236,50.239594,18.618402,0.464,2438.7,355.5,471.1,1175.2,residential,0.721,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f237,gliwice,osm_way_1374211824,GLW-DEMO-F237,50.240834,18.619363,0.060,2499.9,310.9,522.2,1259.0,residential,0.648,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f238,gliwice,osm_way_1374260704,GLW-DEMO-F238,50.357266,18.767513,0.016,2018.5,309.8,494.6,1189.4,residential,0.749,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f239,gliwice,osm_way_1374260705,GLW-DEMO-F239,50.357262,18.767187,0.017,2076.9,399.1,443.3,1193.7,residential,0.663,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f240,gliwice,osm_way_1374260712,GLW-DEMO-F240,50.362310,18.744442,0.959,2471.5,292.1,734.9,923.0,mixed,0.654,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f241,gliwice,osm_way_1374260713,GLW-DEMO-F241,50.368682,18.737316,0.549,2957.3,299.2,621.5,1298.4,mixed,0.649,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f242,gliwice,osm_way_1374260714,GLW-DEMO-F242,50.366760,18.740448,0.884,2411.3,192.3,734.2,1004.7,mixed,0.614,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f243,gliwice,osm_way_1374260715,GLW-DEMO-F243,50.365434,18.732616,0.026,2069.1,299.0,558.8,743.2,residential,0.643,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f244,gliwice,osm_way_1374260717,GLW-DEMO-F244,50.350626,18.739153,0.155,1953.1,232.0,633.7,1155.8,residential,0.752,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f245,gliwice,osm_way_1374260718,GLW-DEMO-F245,50.347578,18.738164,1.696,2782.1,220.4,671.5,1005.6,mixed,0.739,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f246,gliwice,osm_way_1374260719,GLW-DEMO-F246,50.346125,18.740750,0.017,2078.6,316.0,538.3,895.7,residential,0.784,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f247,gliwice,osm_way_1374260721,GLW-DEMO-F247,50.344161,18.739696,0.362,2135.7,323.5,503.6,1240.2,residential,0.728,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f248,gliwice,osm_way_1374260722,GLW-DEMO-F248,50.338943,18.759223,0.220,2586.6,346.3,524.6,1214.4,residential,0.753,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f249,gliwice,osm_way_1374260723,GLW-DEMO-F249,50.339833,18.753031,2.050,2915.7,223.5,733.4,1197.0,mixed,0.659,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f250,gliwice,osm_way_1374260724,GLW-DEMO-F250,50.354230,18.689334,0.163,2234.7,358.1,594.5,1068.6,residential,0.812,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f251,gliwice,osm_way_1374260727,GLW-DEMO-F251,50.370436,18.684869,0.615,2463.5,227.9,770.7,982.5,mixed,0.77,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f252,gliwice,osm_way_1374260728,GLW-DEMO-F252,50.360604,18.684786,0.423,2035.5,314.4,481.7,1011.9,residential,0.811,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f253,gliwice,osm_way_1374260729,GLW-DEMO-F253,50.363311,18.687237,0.014,2170.3,340.0,550.3,1236.3,residential,0.8,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f254,gliwice,osm_way_1374260730,GLW-DEMO-F254,50.353797,18.693848,0.592,2386.1,185.5,776.8,921.8,mixed,0.673,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f255,gliwice,osm_way_1374260732,GLW-DEMO-F255,50.345913,18.720164,0.070,2247.2,344.0,605.2,1239.8,residential,0.662,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f256,gliwice,osm_way_1374260733,GLW-DEMO-F256,50.334339,18.727547,0.385,1911.4,406.6,566.3,1217.1,residential,0.666,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f257,gliwice,osm_way_1374260734,GLW-DEMO-F257,50.335162,18.728638,0.141,1908.4,326.4,581.5,1140.4,residential,0.725,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f258,gliwice,osm_way_1374260735,GLW-DEMO-F258,50.334972,18.730589,0.074,2154.3,285.8,609.6,1118.8,residential,0.765,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f259,gliwice,osm_way_1374260736,GLW-DEMO-F259,50.339800,18.732075,1.271,2738.4,214.3,599.1,1230.2,mixed,0.604,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f260,gliwice,osm_way_1374260737,GLW-DEMO-F260,50.372489,18.699841,0.032,2167.3,399.2,605.4,890.2,residential,0.744,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f261,gliwice,osm_way_1374260739,GLW-DEMO-F261,50.371298,18.700809,0.507,2682.7,308.1,609.0,953.8,mixed,0.658,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f262,gliwice,osm_way_1374260741,GLW-DEMO-F262,50.370322,18.713191,0.162,2571.1,350.8,520.5,1106.3,residential,0.667,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f263,gliwice,osm_way_1374260742,GLW-DEMO-F263,50.367201,18.727049,0.213,2323.6,325.0,565.8,1098.6,residential,0.783,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f264,gliwice,osm_way_1374260743,GLW-DEMO-F264,50.366296,18.731301,0.260,1875.0,281.4,647.4,1026.1,residential,0.614,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f265,gliwice,osm_way_1374260744,GLW-DEMO-F265,50.367320,18.732587,0.275,2509.1,243.2,551.0,817.2,residential,0.739,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f266,gliwice,osm_way_1374260745,GLW-DEMO-F266,50.345959,18.731581,0.018,2272.7,235.5,459.9,950.1,residential,0.713,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f267,gliwice,osm_way_1374260747,GLW-DEMO-F267,50.350577,18.722622,0.021,1899.2,273.8,430.2,1046.7,residential,0.778,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f268,gliwice,osm_way_1374260748,GLW-DEMO-F268,50.350597,18.724300,0.045,2499.7,369.4,470.6,843.3,residential,0.672,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f269,gliwice,osm_way_1374260749,GLW-DEMO-F269,50.350658,18.723412,0.104,2520.7,331.8,642.8,1189.6,residential,0.789,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f270,gliwice,osm_way_1423118761,GLW-DEMO-F270,50.227131,18.723369,0.011,2429.6,398.6,431.0,1230.9,residential,0.659,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f271,gliwice,osm_way_1423118762,GLW-DEMO-F271,50.224679,18.784036,0.612,2282.8,194.2,800.0,1084.3,mixed,0.739,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f272,gliwice,osm_way_1423118763,GLW-DEMO-F272,50.252135,18.747884,0.359,2317.5,338.8,489.6,1247.6,residential,0.689,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f273,gliwice,osm_way_1423118764,GLW-DEMO-F273,50.254257,18.725856,0.148,2151.0,380.4,480.3,754.1,residential,0.644,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f274,gliwice,osm_way_1423118765,GLW-DEMO-F274,50.230036,18.718224,0.277,2133.0,368.6,639.7,1169.1,residential,0.66,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f275,gliwice,osm_way_1423970376,GLW-DEMO-F275,50.254499,18.721223,0.479,2609.8,287.1,478.7,737.2,residential,0.769,true,OSM geometry proxy; electrical parameters synthetic for POC
gliwice_f276,gliwice,osm_way_1423970378,GLW-DEMO-F276,50.243372,18.735649,0.501,2239.4,284.9,669.2,1183.7,mixed,0.694,true,OSM geometry proxy; electrical parameters synthetic for POC
